,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,referredby,firstduedate,firstrepaiddate
2855,8a858fde5668e055015669d952634806,301690985,2,2016-08-22 22:22:54.000000,2016-08-22 21:22:47.000000,10000.0,13000.0,30,2016-09-05 08:22:26.000000,,2016-09-21 00:00:00.000000,2016-09-05 08:07:22.000000
2856,8a858fde5668e055015669d952634806,301828134,9,2017-02-28 13:18:00.000000,2017-02-28 12:17:51.000000,40000.0,47600.0,60,2017-03-30 15:48:20.000000,,2017-03-30 00:00:00.000000,2017-03-30 15:33:10.000000
2857,8a858fde5668e055015669d952634806,301928969,12,2017-06-06 15:17:17.000000,2017-06-06 14:17:10.000000,50000.0,52500.0,30,2017-07-05 18:24:59.000000,,2017-07-06 00:00:00.000000,2017-07-05 18:14:49.000000
2858,8a858fe756939bbb0156a065ee3426d1,301761202,1,2016-11-18 12:10:17.000000,2016-11-18 11:10:05.000000,10000.0,13000.0,30,2016-12-21 12:47:51.000000,,2016-12-19 00:00:00.000000,2016-12-21 12:32:42.000000
2859,8a858fe756939bbb0156a065ee3426d1,301790672,3,2017-01-10 10:36:49.000000,2017-01-10 09:36:37.000000,10000.0,13000.0,30,2017-02-03 23:07:24.000000,,2017-02-09 00:00:00.000000,2017-02-03 22:52:14.000000
2860,8a858ffb5b350b52015b3805c56a68d3,301857882,1,2017-04-06 14:03:11.000000,2017-04-06 13:02:46.000000,10000.0,13000.0,30,2017-04-24 09:20:15.000000,,2017-05-08 00:00:00.000000,2017-04-24 09:05:06.000000
2861,8a858e0156b782a10156d90febe93799,301790722,8,2017-01-10 11:49:02.000000,2017-01-10 10:48:50.000000,30000.0,34400.0,30,2017-02-01 06:10:51.000000,,2017-02-09 00:00:00.000000,2017-02-01 05:55:40.000000
2862,8a858e0156b782a10156d90febe93799,301783237,6,2016-12-29 03:46:11.000000,2016-12-29 02:45:59.000000,20000.0,23800.0,30,2017-01-10 09:32:14.000000,,2017-01-30 00:00:00.000000,2017-01-10 09:17:04.000000
2863,8a858e0156b782a10156d90febe93799,301761076,4,2016-11-18 08:22:18.000000,2016-11-18 07:22:08.000000,10000.0,11500.0,15,2016-11-28 12:59:25.000000,,2016-12-05 00:00:00.000000,2016-11-28 12:44:13.000000
2864,8a858e715bd3fa19015bd8374ee8611d,301951734,3,2017-06-25 21:22:10.000000,2017-06-25 20:22:04.000000,10000.0,13000.0,30,2017-07-24 13:28:58.000000,,2017-07-25 00:00:00.000000,2017-07-24 13:18:48.000000
2865,8a858ec95aa84d3c015aa851aaf302d3,301923983,4,2017-06-01 14:07:41.000000,2017-06-01 13:07:34.000000,20000.0,24500.0,30,2017-06-29 09:06:44.000000,,2017-07-03 00:00:00.000000,2017-06-29 08:56:35.000000
2866,8a858f585bfd6341015c02982e0b7aff,301905361,1,2017-05-13 18:13:17.000000,2017-05-13 17:13:02.000000,10000.0,13000.0,30,2017-06-14 03:42:28.000000,8a858f8f5bfd3cfa015c026e474b47a5,2017-06-13 00:00:00.000000,2017-06-14 03:32:19.000000
2867,8a858fe8586deed301586e21fcbe1254,301843874,4,2017-03-22 09:03:24.000000,2017-03-22 08:03:12.000000,10000.0,13000.0,30,2017-05-08 18:20:54.000000,,2017-04-21 00:00:00.000000,2017-05-08 18:05:45.000000
2868,8a6a96044539adf801453c576ed213c4,301625476,3,2016-05-27 11:44:58.000000,2016-05-27 10:44:50.000000,10000.0,11500.0,15,2016-06-09 00:05:08.000000,,2016-06-13 00:00:00.000000,2016-06-08 17:29:36.000000
2869,8a6a96044539adf801453c576ed213c4,301708763,7,2016-09-07 21:17:50.000000,2016-09-07 20:17:42.000000,20000.0,22250.0,15,2016-09-16 06:29:36.000000,,2016-09-22 00:00:00.000000,2016-09-16 06:14:30.000000
2870,8a6a96044539adf801453c576ed213c4,301847469,14,2017-03-27 12:23:05.000000,2017-03-27 11:22:52.000000,15000.0,16525.0,15,2017-04-02 12:07:36.000000,,2017-04-11 00:00:00.000000,2017-04-02 11:52:27.000000
2871,8a6a96044539adf801453c576ed213c4,301874067,15,2017-04-20 06:38:28.000000,2017-04-20 05:38:21.000000,40000.0,44800.0,30,2017-04-30 21:49:16.000000,,2017-05-22 00:00:00.000000,2017-04-30 21:34:07.000000
2872,8a85884e548fad6501549b2ac62a44c6,301917718,3,2017-05-25 03:42:47.000000,2017-05-25 02:41:39.000000,20000.0,22250.0,15,2017-06-09 20:01:49.000000,,2017-06-09 00:00:00.000000,2017-06-09 19:51:40.000000
2873,8a8588dc5384a05f01539af1485135ae,301614998,2,2016-04-28 05:43:40.000000,2016-04-28 04:43:26.000000,10000.0,13000.0,30,2016-06-08 00:03:32.000000,,2016-05-30 00:00:00.000000,2016-06-07 10:35:50.000000
2874,8a8588dc5384a05f01539af1485135ae,301811267,7,2017-02-06 18:27:23.000000,2017-02-06 17:27:11.000000,30000.0,36800.0,60,2017-03-06 11:17:11.000000,,2017-03-08 00:00:00.000000,2017-03-06 11:01:57.000000
2875,8a8588dc5384a05f01539af1485135ae,301630372,3,2016-06-09 12:45:53.000000,2016-06-09 11:45:48.000000,10000.0,13000.0,30,2016-07-11 16:15:04.000000,,2016-07-11 00:00:00.000000,2016-07-11 16:00:01.000000
2876,8a8588fd53f1099e01540eeac7633d4c,301610711,1,2016-04-13 10:42:06.000000,2016-04-13 09:41:58.000000,5000.0,6500.0,30,2016-05-10 00:04:59.000000,,2016-05-13 00:00:00.000000,2016-05-09 20:40:31.000000
2877,8a8588fd53f1099e01540eeac7633d4c,301660833,2,2016-07-25 22:26:20.000000,2016-07-25 21:26:08.000000,6000.0,6900.0,15,2016-08-15 22:46:01.000000,,2016-08-09 00:00:00.000000,2016-08-12 00:00:00.000000
2878,8a85895054be35160154c4ecf44a240c,301882619,12,2017-04-27 18:02:26.000000,2017-04-27 17:02:20.000000,50000.0,52500.0,30,2017-05-28 16:00:39.000000,,2017-05-30 00:00:00.000000,2017-05-28 15:50:30.000000
2879,8a85895054be35160154c4ecf44a240c,301851872,11,2017-04-01 14:44:46.000000,2017-04-01 13:44:33.000000,50000.0,52500.0,30,2017-04-27 17:54:08.000000,,2017-05-02 00:00:00.000000,2017-04-27 17:38:58.000000
2880,8a85895054be35160154c4ecf44a240c,301633891,2,2016-06-17 09:09:21.000000,2016-06-17 08:08:58.000000,10000.0,13000.0,30,2016-07-18 13:50:43.000000,,2016-07-18 00:00:00.000000,2016-07-18 13:35:40.000000
2881,8a85896653f0fed20153f9e6f6f27315,301796123,9,2017-01-18 15:17:55.000000,2017-01-18 14:17:47.000000,30000.0,34400.0,30,2017-02-10 16:06:25.000000,,2017-02-17 00:00:00.000000,2017-02-10 15:51:14.000000
2882,8a85896653f0fed20153f9e6f6f27315,301693378,4,2016-08-24 15:01:42.000000,2016-08-24 14:01:27.000000,10000.0,12250.0,30,2016-09-17 20:22:33.000000,,2016-09-23 00:00:00.000000,2016-09-17 20:07:29.000000
2883,8a85896653f0fed20153f9e6f6f27315,301627601,3,2016-06-03 10:15:57.000000,2016-06-03 09:15:50.000000,5000.0,6500.0,30,2016-06-30 17:43:00.000000,,2016-07-04 00:00:00.000000,2016-06-30 17:27:55.000000
2884,8a85896653f0fed20153f9e6f6f27315,301831669,11,2017-03-05 09:07:27.000000,2017-03-05 08:07:20.000000,10000.0,12800.0,30,2017-03-09 08:37:35.000000,,2017-04-04 00:00:00.000000,2017-03-09 08:22:24.000000
2885,8a8589c253ace09b0153b2009e002cba,301680794,4,2016-08-14 17:25:34.000000,2016-08-14 16:25:20.000000,20000.0,24500.0,30,2016-09-06 01:23:24.000000,,2016-09-13 00:00:00.000000,2016-09-06 01:08:20.000000
2886,8a858fb65b2020b2015b20ce6d4a5e6a,301935805,3,2017-06-12 11:38:44.000000,2017-06-12 10:38:36.000000,10000.0,11500.0,15,2017-06-27 06:30:14.000000,,2017-06-28 00:00:00.000000,2017-06-27 06:20:04.000000
2887,8a858fd55b1de2f3015b1e15a76017f5,301922626,3,2017-05-31 08:54:57.000000,2017-05-31 07:54:50.000000,10000.0,13000.0,30,2017-06-23 22:50:21.000000,,2017-06-30 00:00:00.000000,2017-06-23 22:40:12.000000
2888,8a858fe05d421ff4015d4c5284f11359,301980697,1,2017-07-16 18:16:38.000000,2017-07-16 17:15:28.000000,10000.0,11500.0,15,2017-07-28 14:05:27.000000,8a858f665cf43442015cf4504cd91679,2017-07-31 00:00:00.000000,2017-07-28 13:55:18.000000
2889,8a858fef570f30e501571f79fbe43bc4,301918261,8,2017-05-25 16:51:08.000000,2017-05-25 15:51:02.000000,15000.0,17250.0,30,2017-06-19 10:06:43.000000,,2017-06-26 00:00:00.000000,2017-06-19 09:56:34.000000
2890,8a858fef570f30e501571f79fbe43bc4,301713144,1,2016-09-12 18:40:59.000000,2016-09-12 17:40:50.000000,10000.0,13000.0,30,2016-10-07 11:39:20.000000,,2016-10-12 00:00:00.000000,2016-10-07 11:24:07.000000
2891,8a858ff554d9de480154e21a39165ddb,301624053,1,2016-05-24 10:31:06.000000,2016-05-24 09:31:00.000000,10000.0,11500.0,15,2016-06-05 00:03:01.000000,,2016-06-08 00:00:00.000000,2016-06-04 15:34:57.000000
2892,8a85889853f0fbaa0153fb9927346076,301609523,1,2016-04-09 16:27:21.000000,2016-04-09 15:27:14.000000,10000.0,13000.0,30,2016-05-08 00:01:48.000000,,2016-05-09 00:00:00.000000,2016-05-07 12:13:39.000000
2893,8a858e1e54e2aa5a0154e303c246237b,301952388,4,2017-06-26 14:59:08.000000,2017-06-26 13:59:01.000000,10000.0,11500.0,15,2017-07-13 13:11:37.000000,,2017-07-11 00:00:00.000000,2017-07-13 13:01:29.000000
2894,8a858edd5b43cf21015b43d651cc0833,301948633,1,2017-06-23 07:18:05.000000,2017-06-23 06:17:58.000000,10000.0,13000.0,30,2017-07-25 19:32:39.000000,,2017-07-24 00:00:00.000000,2017-07-25 19:22:30.000000
2895,8a858fda56562f8f01565f8c6f936c46,301873432,5,2017-04-19 15:00:04.000000,2017-04-19 13:59:57.000000,20000.0,23800.0,30,2017-05-16 08:08:13.000000,,2017-05-19 00:00:00.000000,2017-05-16 07:53:04.000000
2896,8a858fda56562f8f01565f8c6f936c46,301945550,7,2017-06-20 20:29:20.000000,2017-06-20 19:29:13.000000,20000.0,24500.0,30,2017-07-20 05:04:15.000000,,2017-07-20 00:00:00.000000,2017-07-20 04:43:05.000000
2897,8a390a2150ad97330150aebdd8ef7456,301754939,3,2016-11-05 16:24:28.000000,2016-11-05 15:24:12.000000,20000.0,22250.0,15,2016-11-21 01:16:11.000000,,2016-11-21 00:00:00.000000,2016-11-21 00:25:13.000000
2898,8a390a2150ad97330150aebdd8ef7456,301940522,8,2017-06-16 07:38:16.000000,2017-06-16 06:38:09.000000,30000.0,34500.0,30,2017-07-15 14:42:06.000000,,2017-07-17 00:00:00.000000,2017-07-15 14:31:56.000000
2899,8a858899538ddb8e01539138c80a2348,301886641,6,2017-05-02 07:47:05.000000,2017-05-02 06:46:58.000000,20000.0,23800.0,30,2017-06-05 13:48:25.000000,,2017-06-01 00:00:00.000000,2017-06-05 13:38:16.000000
2900,8a858899538ddb8e01539138c80a2348,301764161,1,2016-11-24 17:24:44.000000,2016-11-24 16:24:32.000000,10000.0,13000.0,30,2016-12-07 09:51:35.000000,,2016-12-27 00:00:00.000000,2016-12-07 09:36:26.000000
2901,8a8589045384bd8301539e134b745638,301854920,7,2017-04-04 16:32:02.000000,2017-04-04 15:12:04.000000,30000.0,36800.0,60,2017-05-31 17:22:32.000000,,2017-05-04 00:00:00.000000,2017-05-31 17:12:23.000000
2902,8a8589045384bd8301539e134b745638,301841580,6,2017-03-19 12:47:46.000000,2017-03-19 11:47:39.000000,10000.0,11400.0,15,2017-03-31 12:24:35.000000,,2017-04-03 00:00:00.000000,2017-03-31 12:09:24.000000
2903,8a8589af547ff51b01548585b4fd5a8a,301883916,12,2017-04-28 21:10:53.000000,2017-04-28 20:10:46.000000,40000.0,47600.0,60,2017-06-19 15:05:17.000000,,2017-05-30 00:00:00.000000,2017-05-20 12:32:34.000000
2904,8a8589af547ff51b01548585b4fd5a8a,301643034,3,2016-07-03 08:41:38.000000,2016-07-03 07:41:16.000000,10000.0,13000.0,30,2016-08-04 00:25:06.000000,,2016-08-02 00:00:00.000000,2016-07-30 00:00:00.000000
2905,8a8589af547ff51b01548585b4fd5a8a,301629540,2,2016-06-07 21:56:17.000000,2016-06-07 20:35:10.000000,10000.0,13000.0,30,2016-07-02 11:30:13.000000,,2016-07-11 00:00:00.000000,2016-07-02 11:15:10.000000
2906,8a8589ec542eaa890154302eec276194,301613154,1,2016-04-21 16:31:25.000000,2016-04-21 15:31:19.000000,10000.0,11500.0,15,2016-05-06 00:01:54.000000,,2016-05-06 00:00:00.000000,2016-05-05 17:52:53.000000
2907,8a8589ec542eaa890154302eec276194,301835533,6,2017-03-10 14:50:08.000000,2017-03-10 13:48:57.000000,40000.0,47600.0,60,2017-04-09 18:01:31.000000,,2017-04-10 00:00:00.000000,2017-04-09 17:46:22.000000
2908,8a858e0458d4ac3d0158deee57f14d0e,301939281,6,2017-06-15 07:16:35.000000,2017-06-15 06:16:29.000000,20000.0,24500.0,30,2017-07-17 22:23:09.000000,,2017-07-17 00:00:00.000000,2017-07-17 22:13:00.000000
2909,8a858e0458d4ac3d0158deee57f14d0e,301845492,4,2017-03-24 09:05:49.000000,2017-03-24 08:05:34.000000,20000.0,23800.0,30,2017-04-28 16:55:35.000000,,2017-04-24 00:00:00.000000,2017-04-28 16:40:27.000000
2910,8a858e0a5668e69c01567af9d4890906,301915523,3,2017-05-22 14:49:45.000000,2017-05-22 13:49:38.000000,10000.0,13000.0,30,2017-06-21 14:00:03.000000,,2017-06-21 00:00:00.000000,2017-06-21 13:49:54.000000
2911,8a858e125b1ff78f015b2100ab476269,301886546,2,2017-05-02 04:08:54.000000,2017-05-02 03:08:48.000000,10000.0,11500.0,15,2017-05-11 13:36:18.000000,,2017-05-17 00:00:00.000000,2017-05-11 13:21:09.000000
2912,8a858e2d5bb55d46015bc6fa50f3384f,301890347,1,2017-05-04 21:45:52.000000,2017-05-04 20:45:39.000000,10000.0,13000.0,30,2017-05-30 15:18:42.000000,,2017-06-05 00:00:00.000000,2017-05-30 15:08:30.000000
2913,8a858e3e5b1582df015b16f3bded6865,301916105,2,2017-05-23 09:34:27.000000,2017-05-23 08:34:20.000000,10000.0,11500.0,15,2017-06-06 09:30:04.000000,,2017-06-07 00:00:00.000000,2017-06-06 09:19:55.000000
2914,8a858e515bf280aa015bf2ca521e26a3,301913514,1,2017-05-19 13:58:44.000000,2017-05-19 12:57:36.000000,10000.0,13000.0,30,2017-06-18 12:29:32.000000,,2017-06-19 00:00:00.000000,2017-06-18 12:19:23.000000
2915,8a858e675cc6685e015cc9b6072010b5,301946097,1,2017-06-21 09:29:39.000000,2017-06-21 08:28:31.000000,10000.0,13000.0,30,2017-06-29 17:37:42.000000,,2017-07-21 00:00:00.000000,2017-06-29 17:27:32.000000
2916,8a858e6f5668e01701566b0916350fbd,301707591,3,2016-09-06 18:22:00.000000,2016-09-06 17:21:53.000000,20000.0,22250.0,15,2016-09-20 09:34:59.000000,,2016-09-21 00:00:00.000000,2016-09-20 09:19:54.000000
2917,8a858e6f5668e01701566b0916350fbd,301808568,9,2017-02-02 14:27:04.000000,2017-02-02 13:26:58.000000,30000.0,34400.0,30,2017-03-05 15:25:55.000000,,2017-03-06 00:00:00.000000,2017-03-05 15:10:46.000000
2918,8a858e6f5668e01701566b0916350fbd,301924002,13,2017-06-01 14:26:11.000000,2017-06-01 13:26:03.000000,40000.0,44000.0,30,2017-07-03 12:35:50.000000,,2017-07-03 00:00:00.000000,2017-07-03 12:25:42.000000
2919,8a858e705668e16701568ce4c9c06918,301681225,1,2016-08-15 07:33:04.000000,2016-08-15 06:32:55.000000,10000.0,11500.0,15,2016-08-27 23:30:02.000000,,2016-08-30 00:00:00.000000,2016-08-27 23:14:57.000000
2920,8a858e705668e16701568ce4c9c06918,301755035,5,2016-11-05 22:07:40.000000,2016-11-05 21:07:30.000000,30000.0,32250.0,15,2016-11-20 21:57:03.000000,,2016-11-21 00:00:00.000000,2016-11-20 21:41:53.000000
2921,8a858e7c588604a40158a75735995afa,301828781,5,2017-03-01 09:05:14.000000,2017-03-01 08:04:47.000000,20000.0,23800.0,30,2017-04-03 09:51:43.000000,,2017-03-31 00:00:00.000000,2017-04-03 09:36:29.000000
2922,8a858e875cfa37f5015cfce9bc3a3abb,301959674,1,2017-07-02 07:45:27.000000,2017-07-02 06:44:18.000000,10000.0,11500.0,15,2017-07-06 13:07:39.000000,8a858fd85b685607015b72cd5bb64a25,2017-07-17 00:00:00.000000,2017-07-06 12:57:30.000000
2923,8a858e8d56b784480156d65d90d422cb,301737165,2,2016-10-05 11:14:26.000000,2016-10-05 10:14:16.000000,10000.0,13000.0,30,2016-11-04 16:04:23.000000,,2016-11-04 00:00:00.000000,2016-11-04 15:49:14.000000
2924,8a858e955add2971015ae0db3b3a00cf,301841133,1,2017-03-18 14:05:28.000000,2017-03-18 13:05:17.000000,10000.0,13000.0,30,2017-04-14 17:53:34.000000,,2017-04-17 00:00:00.000000,2017-04-14 17:38:25.000000
2925,8a858e9f5b8a8db1015b8a91d6a3058c,301896113,2,2017-05-08 19:30:14.000000,2017-05-08 18:30:05.000000,10000.0,13000.0,30,2017-06-09 15:25:18.000000,8a8589f853f100fb01540a3551f034bd,2017-06-07 00:00:00.000000,2017-06-09 15:15:09.000000
2926,8a858eb95b8c2f6e015b8cb299b128a0,301945086,4,2017-06-20 15:35:44.000000,2017-06-20 14:35:37.000000,20000.0,24500.0,30,2017-07-17 09:23:00.000000,,2017-07-20 00:00:00.000000,2017-07-17 09:12:51.000000
2927,8a858ec9590ad35d01592fc002540aa9,301791528,1,2017-01-11 14:43:48.000000,2017-01-11 13:43:26.000000,10000.0,13000.0,30,2017-02-10 19:46:41.000000,,2017-02-10 00:00:00.000000,2017-02-10 19:31:32.000000
2928,8a858ed6557802d20155781a66d80cbc,301702541,5,2016-09-01 20:13:20.000000,2016-09-01 19:13:13.000000,20000.0,22250.0,15,2016-09-16 20:14:55.000000,,2016-09-16 00:00:00.000000,2016-09-16 19:59:51.000000
2929,8a858ed6557802d20155781a66d80cbc,301684922,4,2016-08-17 20:05:16.000000,2016-08-17 19:05:10.000000,20000.0,22250.0,15,2016-09-01 20:11:25.000000,,2016-09-01 00:00:00.000000,2016-09-01 19:56:21.000000
2930,8a858ed6557802d20155781a66d80cbc,301667888,3,2016-08-02 19:46:06.000000,2016-08-02 18:46:00.000000,10000.0,11500.0,15,2016-08-17 19:53:46.000000,,2016-08-17 00:00:00.000000,2016-08-17 19:37:43.000000
2931,8a858ed6557802d20155781a66d80cbc,301848363,13,2017-03-28 13:44:05.000000,2017-03-28 12:43:57.000000,40000.0,44800.0,30,2017-04-27 10:56:03.000000,,2017-04-27 00:00:00.000000,2017-04-27 10:40:54.000000
2932,8a858edf5c69a538015c78ef1f506bd2,301928335,1,2017-06-06 02:58:59.000000,2017-06-06 01:58:39.000000,10000.0,13000.0,30,2017-07-03 14:54:14.000000,,2017-07-06 00:00:00.000000,2017-07-03 14:44:05.000000
2933,8a858ee755a0c84a0155c428789463bc,301773576,11,2016-12-14 11:56:59.000000,2016-12-14 10:56:48.000000,30000.0,34400.0,30,2017-01-14 12:37:17.000000,,2017-01-13 00:00:00.000000,2017-01-14 12:22:08.000000
2934,8a858ee755a0c84a0155c428789463bc,301689974,4,2016-08-22 12:06:04.000000,2016-08-22 11:05:57.000000,15000.0,16687.5,15,2016-09-05 16:07:30.000000,,2016-09-06 00:00:00.000000,2016-09-05 15:52:22.000000
2935,8a858ee755a0c84a0155c428789463bc,301746259,8,2016-10-18 17:53:18.000000,2016-10-18 16:52:52.000000,30000.0,32250.0,15,2016-11-02 00:46:37.000000,,2016-11-02 00:00:00.000000,2016-11-02 00:19:50.000000
2936,8a858ef05c63d3b5015c6586a32e0c77,301924413,1,2017-06-01 22:55:29.000000,2017-06-01 21:55:14.000000,10000.0,13000.0,30,2017-06-28 17:32:56.000000,,2017-07-03 00:00:00.000000,2017-06-28 17:22:48.000000
2937,8a858f085b905684015b9076e3041e25,301875798,1,2017-04-21 13:39:55.000000,2017-04-21 12:39:40.000000,10000.0,13000.0,30,2017-05-21 17:07:35.000000,,2017-05-22 00:00:00.000000,2017-05-21 16:52:25.000000
2938,8a858f1554e29449015500bf86eb0ecd,301829301,2,2017-03-01 19:33:44.000000,2017-03-01 18:33:16.000000,10000.0,13000.0,30,2017-03-23 18:17:25.000000,,2017-04-03 00:00:00.000000,2017-03-23 18:02:14.000000
2939,8a858f1959d168260159d213daf93761,301812160,2,2017-02-07 20:05:06.000000,2017-02-07 19:04:59.000000,10000.0,11500.0,15,2017-02-21 11:21:59.000000,,2017-02-22 00:00:00.000000,2017-02-21 11:06:47.000000
2940,8a858f1959d168260159d213daf93761,301919434,6,2017-05-27 09:41:07.000000,2017-05-27 08:41:00.000000,20000.0,22250.0,15,2017-06-05 08:59:20.000000,,2017-06-12 00:00:00.000000,2017-06-05 08:49:11.000000
2941,8a858f2c58dc6e680158ee00f462655f,301772195,1,2016-12-11 14:36:16.000000,2016-12-11 13:35:59.000000,10000.0,11500.0,15,2017-01-10 21:22:23.000000,,2016-12-27 00:00:00.000000,2017-01-10 21:07:14.000000
2942,8a858f4e5ba5e8d3015baa225ee45742,301906622,2,2017-05-14 19:36:38.000000,2017-05-14 18:36:23.000000,10000.0,13000.0,30,2017-06-16 15:55:10.000000,8a858e6d5b252065015b305a3ef77693,2017-06-13 00:00:00.000000,2017-06-16 15:45:01.000000
2943,8a858f545908094b0159148a350904a2,301777379,1,2016-12-20 18:39:46.000000,2016-12-20 17:39:38.000000,10000.0,13000.0,30,2017-01-12 20:53:30.000000,,2017-01-19 00:00:00.000000,2017-01-12 20:38:21.000000
2944,8a858f545908094b0159148a350904a2,301793498,2,2017-01-14 18:52:57.000000,2017-01-14 17:52:51.000000,10000.0,13000.0,30,2017-02-10 09:22:19.000000,,2017-02-13 00:00:00.000000,2017-02-10 09:07:09.000000
2945,8a858f5e5992fa95015994d38cc67941,301794225,1,2017-01-16 13:59:20.000000,2017-01-16 12:57:44.000000,10000.0,13000.0,30,2017-02-15 10:41:15.000000,,2017-02-15 00:00:00.000000,2017-01-28 00:00:00.000000
2946,8a858f61587afbaf01587c8b719c1a6e,301780068,4,2016-12-23 15:00:13.000000,2016-12-23 14:00:01.000000,20000.0,23800.0,30,2016-12-29 15:41:02.000000,,2017-01-23 00:00:00.000000,2016-12-29 15:25:51.000000
2947,8a858f61587afbaf01587c8b719c1a6e,301771365,3,2016-12-09 10:22:08.000000,2016-12-09 09:21:57.000000,20000.0,21900.0,15,2016-12-23 14:57:34.000000,,2016-12-27 00:00:00.000000,2016-12-23 14:42:25.000000
2948,8a858f61587afbaf01587c8b719c1a6e,301852133,9,2017-04-02 02:03:59.000000,2017-04-02 01:03:52.000000,40000.0,44800.0,30,2017-05-02 23:18:44.000000,,2017-05-02 00:00:00.000000,2017-05-02 23:03:36.000000
2949,8a858f685acd5951015acd609d0803c4,301896710,2,2017-05-09 07:34:39.000000,2017-05-09 06:34:33.000000,10000.0,11500.0,15,2017-05-25 09:36:41.000000,,2017-05-24 00:00:00.000000,2017-05-25 09:26:32.000000
2950,8a858f725b49c0c0015b4f7c165e4827,301877317,2,2017-04-22 23:53:39.000000,2017-04-22 22:53:32.000000,10000.0,11500.0,15,2017-05-06 06:28:54.000000,,2017-05-08 00:00:00.000000,2017-05-06 06:13:45.000000
2951,8a858f7c5c58ff48015c5905513601e3,301922942,1,2017-05-31 14:13:57.000000,2017-05-31 13:13:45.000000,10000.0,13000.0,30,2017-07-03 05:40:39.000000,,2017-07-03 00:00:00.000000,2017-07-03 04:37:34.000000
2952,8a858f9a564355590156461a0da77401,301700158,2,2016-08-30 18:33:15.000000,2016-08-30 17:33:07.000000,10000.0,13000.0,30,2016-09-29 15:56:19.000000,,2016-09-29 00:00:00.000000,2016-09-29 15:41:11.000000
2953,8a858f9a564355590156461a0da77401,301816700,6,2017-02-14 09:27:45.000000,2017-02-14 08:27:31.000000,30000.0,34400.0,30,2017-03-16 21:06:19.000000,,2017-03-16 00:00:00.000000,2017-03-16 20:51:10.000000
2954,8a858fa057e2a0a50157e2a506a70353,301747360,1,2016-10-20 16:11:15.000000,2016-10-20 15:11:03.000000,10000.0,11500.0,15,2016-11-04 00:50:07.000000,,2016-11-04 00:00:00.000000,2016-11-04 00:19:19.000000
2955,8a858fa95b631878015b662ca5b446cf,301949305,6,2017-06-23 15:09:57.000000,2017-06-23 14:09:51.000000,20000.0,22250.0,15,2017-07-05 21:54:40.000000,8a858fe65675195a0156766ebdb042c8,2017-07-10 00:00:00.000000,2017-07-05 21:44:31.000000
2956,8a858fa95b631878015b662ca5b446cf,301890681,2,2017-05-05 08:46:45.000000,2017-05-05 07:46:38.000000,10000.0,11500.0,15,2017-05-08 20:41:19.000000,8a858fe65675195a0156766ebdb042c8,2017-05-22 00:00:00.000000,2017-05-08 20:26:06.000000
2957,8a858fc15b68ba6a015b6cdb644f7cea,301876120,1,2017-04-21 17:53:13.000000,2017-04-21 16:52:59.000000,10000.0,11500.0,15,2017-05-02 17:05:55.000000,,2017-05-08 00:00:00.000000,2017-05-02 16:50:45.000000
2958,8a858fc959cbd1500159cd3bbcf57a04,301815087,2,2017-02-11 19:13:25.000000,2017-02-11 18:13:19.000000,10000.0,11500.0,15,2017-02-24 16:13:10.000000,,2017-02-27 00:00:00.000000,2017-02-24 15:57:59.000000
2959,8a858fc959cbd1500159cd3bbcf57a04,301954766,9,2017-06-28 13:49:10.000000,2017-06-28 12:49:03.000000,15000.0,16125.0,15,2017-07-06 12:13:11.000000,,2017-07-13 00:00:00.000000,2017-07-06 12:02:22.000000
2960,8a858fcf558237b401558b07734101d6,301788135,5,2017-01-06 08:53:56.000000,2017-01-06 07:53:48.000000,30000.0,36800.0,60,2017-02-01 22:34:51.000000,,2017-02-06 00:00:00.000000,2017-02-01 22:19:41.000000
2961,8a858fcf558237b401558b07734101d6,301746779,2,2016-10-19 17:24:22.000000,2016-10-19 16:24:00.000000,10000.0,13000.0,30,2016-11-01 21:29:37.000000,,2016-11-18 00:00:00.000000,2016-11-01 21:14:27.000000
2962,8a858fcf558237b401558b07734101d6,301774219,4,2016-12-15 07:39:55.000000,2016-12-15 06:39:46.000000,20000.0,23800.0,30,2017-01-05 17:40:41.000000,,2017-01-16 00:00:00.000000,2017-01-05 17:25:31.000000
2963,8a858fd858e2f19a0158fed15f3a3806,301774031,1,2016-12-14 20:46:17.000000,2016-12-14 19:45:08.000000,10000.0,13000.0,30,2017-02-01 07:52:55.000000,,2017-01-16 00:00:00.000000,2017-02-01 07:37:46.000000
2964,8a858fde5668e055015669d952634806,301705607,3,2016-09-05 09:47:06.000000,2016-09-05 08:46:58.000000,20000.0,24500.0,30,2016-10-05 16:50:24.000000,,2016-10-05 00:00:00.000000,2016-10-05 16:35:15.000000
2965,8a858fde5668e055015669d952634806,301886648,11,2017-05-02 07:53:37.000000,2017-05-02 06:53:30.000000,40000.0,47600.0,60,2017-06-06 10:42:21.000000,,2017-06-01 00:00:00.000000,2017-06-01 10:16:45.000000
2966,8a858fde5668e055015669d952634806,301674983,1,2016-08-09 17:50:04.000000,2016-08-09 16:49:55.000000,10000.0,11500.0,15,2016-08-22 19:36:33.000000,,2016-08-24 00:00:00.000000,2016-08-22 19:20:29.000000
